7.000000000000000000e+00, 0.000000000000000000e+00
2.356194490192345000e+00, 1.500000000000000000e+00
2.500000000000000000e+00, 0.000000000000000000e+00
9.162978572970230000e+00, 3.500000000000000000e+00
2.000000000000000000e+00, 0.000000000000000000e+00
3.141592653589793000e+00,-1.500000000000000000e+00
2.000000000000000000e+00, 0.000000000000000000e+00
9.162978572970230000e+00, 3.500000000000000000e+00
2.500000000000000000e+00, 0.000000000000000000e+00
2.356194490192345000e+00, 1.500000000000000000e+00
