4.776295083929655405e+00,2.720011018261852404e-02,1.169502569485627794e-02,1.696728422263906850e+02,3.818129780739655810e-01,-1.519188914847017513e-01
4.790418638432783816e+00,2.648632076995926024e-02,-1.053190318648902779e-01,1.696678433805670068e+02,8.597934592601200743e-01,-1.376682467102139928e-01
4.798350335313485537e+00,5.270122383451710663e-02,-1.248383073058235010e-01,1.696562229460217281e+02,1.338846893738623756e+00,-1.262480271866463777e-01
4.801582126463332045e+00,8.834351505811495475e-02,-2.382531806417737263e-01,1.696375054258041644e+02,1.818730143620475026e+00,-1.190105889072630152e-01
4.813514759418372257e+00,1.492438400751558703e-01,-3.263352420928627984e-01,1.696089511037964144e+02,2.300207047154871898e+00,-1.181877440735226298e-01
4.813613002599351098e+00,2.699630276972908582e-01,-7.377888622987631706e-01,1.695541128936168320e+02,2.781579410113060646e+00,-1.275262052632736565e-01
4.845840725322658749e+00,3.570271253359338370e-01,-7.416490931848894463e-02,1.695160241367798903e+02,3.265039350074864899e+00,-1.497416434843531208e-01
4.903109145817131420e+00,2.667124019307509086e-01,-8.157266597692208743e-02,1.695081525526747726e+02,3.752086101764745774e+00,-1.841589630122830723e-01
4.963798951933100945e+00,1.582794768405915153e-01,3.231282213750645282e-01,1.695216017782813651e+02,4.244147356893614997e+00,-2.278609994391894433e-01
5.001693125290711528e+00,-1.506296063012282915e-02,3.487787881301012693e-01,1.695552864842334486e+02,4.740103995286822247e+00,-2.746296267479423348e-01
4.937280564425504004e+00,-1.131417756008890746e-01,1.534206905313790226e-01,1.695796044182228002e+02,5.235047220453702188e+00,-3.203787894816827464e-01
4.939578680825776225e+00,-2.457624791082023419e-01,1.050610572923017960e+00,1.696430325089165763e+02,5.727814870198264963e+00,-3.557286567618881956e-01
4.850784216065059162e+00,-7.082995108863481271e-01,2.243039529308420210e+00,1.698126591723209629e+02,6.220590076430941195e+00,-3.651884390154925830e-01
4.725378989252934758e+00,-1.223272900330462987e+00,1.744552489255957184e+00,1.700099545506522247e+02,6.709429013556049703e+00,-3.346748638392262332e-01
4.418784864009507096e+00,-1.486852313875595799e+00,2.285628413465070174e+00,1.702136105577805836e+02,7.180213666791582128e+00,-2.521283815089752633e-01
4.143577534739057100e+00,-1.678468492373124121e+00,1.930896544018766425e+00,1.704231662032627526e+02,7.614547710587548757e+00,-1.106191499171254727e-01
3.784786506688275765e+00,-1.672853743192960652e+00,2.140673676610007181e+00,1.706280102283150768e+02,7.997298720915831716e+00,8.662232791392693310e-02
3.556461795122552338e+00,-1.597267139034230121e+00,1.814328508001735285e+00,1.708253575660250760e+02,8.314711366317059316e+00,3.324453300329437977e-01
3.555505693575864434e+00,-1.349869151054502669e+00,4.777701341623850073e-01,1.709363157142242926e+02,8.570393656047230024e+00,6.192461858832329913e-01
3.529544118189099411e+00,-9.582713847645030203e-01,1.008422395868697974e+00,1.710123206416665766e+02,8.766496122509124689e+00,9.346199252243618805e-01
3.475981820507543674e+00,-8.194417729782237370e-01,1.441500528851253238e+00,1.711366767123460875e+02,8.904060887036267857e+00,1.267725195614419986e+00
3.549918006499143353e+00,-7.215652394521121504e-01,1.760780469559036221e-01,1.712113733434237020e+02,8.995211059561780687e+00,1.614917086655547784e+00
3.598560994525126233e+00,-4.861171828844644827e-01,5.972710919326768009e-01,1.712518812002978450e+02,9.049342912021979046e+00,1.972809155166074691e+00
3.702201423840480565e+00,-3.884745881553555713e-01,3.188167991875969637e-02,1.712804064994377882e+02,9.074678443870194400e+00,2.339154727571700398e+00
3.771021218538250785e+00,-2.449346143805126719e-01,1.945547645442929074e-01,1.712923872430608014e+02,9.079448226636650077e+00,2.713906853291494947e+00
3.837776347780469610e+00,-2.101211839348362809e-01,4.756387508059894409e-01,1.713271586406641234e+02,9.066289882046740800e+00,3.094895332144053324e+00
3.883273695095194267e+00,-2.723348433143032987e-01,7.959443097662153299e-01,1.713921936958149388e+02,9.035560246887802904e+00,3.480332030309953417e+00
3.969999831696425563e+00,-3.687812262065796598e-01,7.970529540428632487e-01,1.714718456056355365e+02,8.982835565110649512e+00,3.871048773370320273e+00
4.003518985089847604e+00,-4.290145475647789697e-01,7.215351115118385783e-01,1.715473528654324866e+02,8.905982418994113914e+00,4.263859607182999056e+00
4.046905282142017946e+00,-4.775324560436816079e-01,8.982142236571972749e-01,1.716290482371155406e+02,8.802367941990754119e+00,4.655522981742440614e+00
4.058594715720217572e+00,-5.604871747336798160e-01,1.065835533321186857e+00,1.717280645648094719e+02,8.668904474063138466e+00,5.041247159701367941e+00
4.069446035309917775e+00,-6.493649197846459442e-01,1.095833799978582990e+00,1.718362054391429297e+02,8.502482149024558566e+00,5.417265028787624281e+00
4.054601878728136377e+00,-7.147722324583332121e-01,1.165512535325271326e+00,1.719496596133145374e+02,8.301968127259558017e+00,5.776407028069234784e+00
